id,name,votes,rating,phone,address,zip,cuisine
2968,McDonald’s,4,2,(608) 238-5909,4500 University Ave,53705,Fast Food
2969,Milio’s Sandwiches,1,1,(608) 204-8790,2570 Rimrock RdSte 110,53713,Sandwiches
2970,Villa Dolce,52,3.5,(608) 833-0033,1828 Parmenter St,53562,Italian
2972,Mickey’s Tavern,138,4,(608) 251-9964,1524 Williamson St,53703,Pubs
2973,HomeTown Buffet,22,2.5,(608) 244-3632,1745 Parkside Dr,53704,Buffets
2975,Chimmies,17,4,(608) 270-2099,3050 Cahill Main,53711,Argentine
2977,Athens Gyros,4,2,(608) 442-5999,1614 Monroe St,53711,Greek
2979,McDonald’s,1,1,(608) 240-1665,2733 E Washington Ave,53704,Fast Food
2980,Prairie Cafe & Bakery,56,3.5,(608) 827-2437,6720 Frank Lloyd Wright Ave,53562,Breakfast & Brunch
2982,Martin O’Grady Irish Pub & Grill,29,2.5,(608) 833-4262,7436 Mineral Point Rd,53717,Pubs
2983,Madison Sourdough,152,4,(608) 442-8009,916 Williamson St,53703,Bakeries
2984,Quaker Steak & Lube,91,3.5,(608) 831-5823,2259 Deming Way,53562,American (Traditional)
2985,Taco Bell,8,1.5,(608) 277-2411,698 S. Whitney Way,53719,Tex-Mex
2986,Geier’s Grill,3,2.5,(608) 249-4220,Holiday Inn Madison At The American Center5109 W Terrace Dr,53718,Breakfast & Brunch
2988,Asahi Japanese Restaurant,6,3,(608) 268-1290,536 S Park St,53715,Japanese
2989,Casa Del Sol,59,3.5,(608) 663-8818,3040 Cahill Main,53711,Mexican
2990,Taigu,18,3.5,(608) 831-3458,7610 Elmwood Ave,53562,Chinese
2991,Athens Gyros,22,4,(608) 249-6720,5420 Willow Rd,53597,Greek
2992,Cold Fusion,10,4,(608) 836-7750,2644 Branch St,53562,American (Traditional)
2993,Abuelo’s,76,3.5,(608) 831-0739,2229 Deming Way,53562,"Mexican,Accountants,Doctors,Day Spas"
2994,Tempest Oyster Bar,134,4,(608) 258-1443,120 E Wilson St,53703,Bars
2995,Copps Food Center,10,2.5,(608) 243-1000,2502 Shopko Dr,53704,Grocery
2996,Teriyaki Sushi Express,15,4,(608) 271-4000,3044 Fish Hatchery Rd,53713,Japanese
2997,Three Sisters Old Town Inn,30,3.5,(608) 831-3773,2227 Parmenter St,53562,Breakfast & Brunch
2999,Schwoegler Park Towne Lanes,16,4,(608) 833-7272,444 Grand Canyon Dr,53719,Bowling
3000,Tom’s Red Pepper,24,3.5,(608) 831-1221,1019 N Gammon Rd,53562,Chinese
3001,Pine Cone Restaurant,37,4,(608) 249-8778,6162 US Hwy 51,53532,American (Traditional)
3002,Fazoli’s,12,2.5,(608) 249-8432,2143 Zeier Rd,53704,Italian
3003,Great Dane Pub & Brewing Co.,39,2.5,(608) 246-3380,4000 International Ln,53704,Pubs
3004,Wendigo,55,4.5,(608) 205-2775,121 East Main St,53589,American (New)
3005,Lao Laan-Xang Restaurant,212,4,(608) 280-0104,1146 Williamson St,53703,Thai
3006,Quiznos,2,4,(608) 833-3434,West Towne Mall Food Court116 Gammon Rd,53719,Sandwiches
3007,Quiznos,2,4,(608) 833-3434,West Towne Mall Food Court116 Gammon Rd,53719,Sandwiches
3008,Chicken Lips,23,4.5,(608) 837-6721,5508 County Rd NSte 3,53590,Chicken Wings
3009,The Klassik Tavern,22,4,(608) 845-6471,410 W Verona Ave,53593,American (Traditional)
3010,Jimmy John’s,7,2.5,(608) 242-0736,1791 Thierer Rd,53704,Sandwiches
3011,Good Day Coffee Shop LLC,1,5,(608) 251-0157,101 S Webster St,53703,Cafes
3012,Union South,18,4,(608) 890-3000,1308 W Dayton St,53715,Cinema
3013,Open Book Cafe,1,4,(608) 261-1403,"In the Helen C White Library600 N Park St, 1st Fl",53706,Coffee & Tea
3015,K Peppers,70,3.5,(608) 833-3189,1901 Cayuga StSte 110,53562,Asian Fusion
3016,The Fountain,59,3.5,(608) 250-1998,122 State St,53703,Pubs
3021,Monk’s Bar & Grill,42,3.5,(608) 833-7001,8313 Murphy Dr,53562,Sports Bars
3025,The Malt House,73,4.5,(608) 204-6258,2609 E Washington Ave,53704,Pubs
3027,Smoky Jon’s #1 BBQ,160,4,(608) 249-7427,2310 Packers Ave,53704,Barbeque
3029,Wendy’s,4,2,(608) 244-1999,3910 E Washington Ave,53704,Fast Food
3032,Qdoba Mexican Grill,2,3,(608) 251-0238,906 Regent St,53715,Mexican
3034,Country Pride Restaurant,2,1.5,(608) 246-3532,5901 Hwy 51,53704,American (New)
3035,Gray’s Tied House,79,3.5,(608) 845-2337,950 Kimball Ln,53593,American (New)
3036,Cousins Subs,3,3.5,(608) 442-6655,106 S Webster St,53703,Sandwiches
3037,Taco Bell,9,2.5,(608) 244-2234,3002 E Washington Ave,53704,Fast Food
3038,Short Stack Eatery,158,4,(608) 709-5569,301 W Johnson St,53703,Breakfast & Brunch
3039,Alchemy,190,4,(608) 204-7644,1980 Atwood Ave,53704,American (New)
3040,Milio’s Sandwiches,2,2.5,(608) 222-4500,4601 Cottage Grove Rd,53716,Sandwiches
3041,Fat Jacks Barbecue,30,3.5,(608) 221-4220,6207 Monona Dr,53716,Barbeque
3042,Little Caesar’s Pizza,4,4,(608) 273-8800,700 S Gammon Rd,53719,Pizza
3043,El Burrito Loco,1,4,(608) 203-9670,745 N High Point Rd,53717,Mexican
3044,Cousins Subs,2,3,(608) 241-0121,3715 E Washington Ave,53704,Sandwiches
3045,Rocky Rococo Pan Style Pizza,15,2.5,(608) 829-1444,7952 Tree Ln,53717,Pizza
3047,Benvenuto’s Italian Grill,41,3,(608) 278-7800,2949 Triverton Pike Dr,53711,Italian
3048,Burger King,17,1.5,(608) 241-0311,2655 E Washington Ave,53704,Fast Food
3049,Mr. Brews Taphouse,20,4,(608) 845-2280,611 Hometown CirSte 104,53593,American (Traditional)
3050,Sujeo,108,3.5,(608) 630-9400,10 N Livingston St,53703,Korean
3051,Taco Bell,1,2,(608) 249-7312,4120 E Washington Ave,53704,Tex-Mex
3052,Signature Lounge,1,5,(608) 285-8000,22 S Carroll St,53703,Lounges
3053,Imperial Garden,53,3,(608) 238-6445,2039 Allen Blvd,53562,Chinese
3054,Pizza Hut,2,2,(608) 442-4242,520 S. Park St.,53715,Italian
3055,Rocky’s Party Pizzeria,3,3,(608) 241-8001,1753 Thierer Rd,53704,Pizza
3056,Hy-Vee Market Grill,9,4.5,(608) 273-5131,2920 Fitchrona Rd,53719,American (Traditional)
3057,Picasso’s,28,3.5,(608) 271-8440,5266 Williamsburg Way,53719,Pizza
3058,Claddagh Irish Pub,77,3,(608) 833-5070,1611 Aspen Commons,53562,Pubs
3060,Rev. Jim’s Roadhouse,6,2,(608) 310-4230,6402 Millpond Rd,53718,"Sports Bars,Restaurant"
3061,Ian’s Pizza,262,4,(608) 257-9248,100 State St,53703,"Pizza,Pizza"
3062,Subway,2,4,(608) 441-6887,2850 University Ave,53705,Sandwiches
3065,Urban Slice Pizza,4,2.5,(608) 890-4421,1308 DaytonFl 1,53715,Pizza
3066,Forage Kitchen,2,3,(608) 260-0088,665 State St,53703,Salad
3068,Milio’s Sandwiches,1,2,(608) 240-1000,4905 Commercial Ave,53704,Sandwiches
3069,Buck & Honey’s,85,4,(608) 837-3131,804 Liberty Blvd,53590,Steakhouses
3070,Aranda’s,34,4.5,(608) 842-0683,142 Market St,53532,Mexican
3072,Lombardinos Italian Restaurant and Bar,128,4,(608) 238-1922,2500 University Ave,53705,Italian
3073,Arby’s,1,5,(608) 257-3905,1609 S Park St,53715,Burgers
3074,Hardee’s,5,3.5,(608) 242-4032,4814 Annamark Dr,53704,American (New)
3075,Culver’s,17,4.5,(608) 836-5577,2906 Parmenter St,53562,Ice Cream & Frozen Yogurt
3076,Angelo’s,22,3,(608) 222-1464,5801 Monona Dr,53716,Italian
3077,Springers,21,3.5,(608) 205-9300,3097 Sunnyside St,53589,American (Traditional)
3078,AJ’s Pizzeria and Diner,14,4,(608) 497-1303,300 S Main St,53593,Pizza
3080,La Rosita Latina Grocery Store,8,4.5,(608) 221-2203,6005 Monona Dr,53716,Grocery
3082,Ruth’s Chris Steak House,66,3.5,(608) 828-7884,2137 Deming Way,53562,Steakhouses
3083,Freiburg Gastropub,37,3.5,(608) 204-2755,2612 Monroe St,53711,German
3084,Dairy Queen,2,4,(608) 833-2080,7860 Mineral Point Rd,53717,Ice Cream & Frozen Yogurt
3085,Jacobson Bros Meats & Deli,1,3,(608) 833-6433,7866 Mineral Point Rd,53717,Meat Shops
3086,Bowl of Heaven,2,5,(608) 232-2233,Hilldale Shopping Center717 Hilldale Way,53705,Juice Bars & Smoothies
3088,Atlantis Taverna,46,4.5,(608) 837-5700,239 E Main St,53590,Greek
3090,The Roman Candle Pizzeria,30,3,(608) 278-1111,2685 Research Park Dr,53711,Pizza
3092,Cocina Real,14,3.5,(608) 831-0528,2518 Allen Blvd,53562,Mexican
3094,Tip Top Tavern,52,4,(608) 241-5515,601 N North St,53704,American (New)
3096,Silver Eagle Bar & Grill,18,3.5,(608) 222-2843,5805 Monona Dr,53716,American (Traditional)
3098,KFC,6,1,(608) 222-6771,604 Cottage Grove Road,53716,Fast Food
3102,Captain Bill’s,63,2.5,(608) 831-7327,2701 Century Harbor Rd,53562,Seafood
3103,P.F. Chang’s,62,3,(608) 831-2488,2237 Deming Way,53562,Chinese
3104,Mekong,2,1.5,(608) 250-6280,600 Williamson StSte G,53703,Vietnamese
3105,Sophia’s Bakery & Cafe,156,4.5,(608) 259-1506,831 E Johnson StSte 4,53703,Breakfast & Brunch
3106,Pizza Hut of Southern Wis,1,3,(608) 833-2113,6502 Grand Teton Plz,53719,Pizza
3107,Papa John’s Pizza,5,2,(608) 257-7272,515 University Ave,53703,Pizza
3109,Which Wich,25,3.5,(608) 836-9424,2177 Deming Way,53562,Sandwiches
3111,Edo Garden Monona,49,3,(608) 226-9828,6309 Monona Dr,53716,Japanese
3112,Subway,1,2,(608) 255-1636,19 W  Main St,53703,Sandwiches
3114,Nitty Gritty Restaurant & Bar,25,3,(608) 833-6489,1021 N Gammon Rd,53562,American (Traditional)
3116,Fromagination,138,4,(608) 255-2430,12 S Carroll St,53703,Cheese Shops
3117,Sundown Saloon,2,3,(608) 242-9646,57 S Stoughton Rd,53714,Bars
3119,Subway,3,3.5,(608) 260-0808,202 N Charter St,53715,Sandwiches
3121,Rocky Rococo Pan Style Pizza,1,1,(608) 241-8001,1753 Thierer Rd,53704,Pizza
3123,Papa Murphy’s,2,4,(608) 442-7272,6718 Raymond Rd,53719,Pizza
3124,Subway,2,4.5,(608) 829-2009,652 N High Point Rd,53717,Sandwiches
3126,Tuscany Mediterranean Grill,20,3,(608) 270-1684,2969 Cahill Main,53711,Mediterranean
3127,Eno Vino Wine Bar & Bistro,190,4.5,(608) 664-9565,601 Junction Rd,53717,Wine Bars
3129,Tuscany Mediterranean Grill,20,3,(608) 270-1684,2969 Cahill Main,53711,Mediterranean
3133,Jimmy John’s,2,3.5,(608) 232-1885,2807 University Ave,53705,Sandwiches
3134,Dickey’s Barbecue Pit,14,3.5,(608) 827-9000,8225 Greenway BlvdSte 120,53562,Barbeque
3135,Auntie Anne’s,2,5,(608) 829-0640,9 W Towne Mall,53719,Bakeries
3136,M-N-M’s Coffeehouse,7,4.5,(608) 850-3665,509 W Main St,53597,Sandwiches
3137,Halverson’s Supper Club,12,3.5,(608) 873-3001,1965 Barber Dr,53589,American (Traditional)
3138,Crema Cafe,127,4,(608) 224-1150,4124 Monona Dr,53716,Breakfast & Brunch
3139,Happy Wok,12,3.5,(608) 221-1661,2409 W Broadway,53713,Chinese
3140,Tanner’s Bar and Grill,23,2,(608) 833-7711,1611 Deming Way,53562,Sports Bars
3141,Monte’s Grill & Pub,22,3.5,(608) 845-9669,608A W Verona Ave,53593,"American (Traditional),Hotels"
3142,Rocky Rococo,6,2.5,(608) 273-1223,206 Westgate Mall,53711,Pizza
3143,Chin’s Asia Fresh,36,3,(608) 827-7721,8414 Old Sauk Rd,53562,Chinese
3144,Chipotle Mexican Grill,22,3.5,(608) 826-0919,8422 Old Sauk Rd,53562,Mexican
3146,Chuck E. Cheese’s,9,2,(608) 829-2000,438 Grand Canyon Dr,53719,Pizza
3147,McDonald’s,3,1,(608) 251-1993,2402 S Park St,53713,Fast Food
3149,DumplingHaus,132,4,(608) 661-4287,702 N Midvale Blvd,53705,Chinese
3150,Forequarter,174,4,(608) 609-4717,708 E Johnson,53703,American (New)
3151,KFC,6,2,(608) 833-6474,7501 Mineral Point Road,53717,Fast Food
3152,Laredo’s Mexican Restaurant,27,3,(608) 274-7370,2935 S Fish Hatchery Rd,53711,Mexican
3153,Pizza Hut,3,3,(608) 845-0845,3150 Maple Valley Dr,53719,Pizza
3155,Rocky Rococo Pan Style Pizza,3,2.5,(608) 221-3818,4556 Monona Dr,53716,Pizza
3157,Burger King,5,3.5,(608) 833-5511,6909 Odana Rd,53719,Fast Food
3159,1855 Saloon and Grill,40,3,(608) 839-3700,218 S. Main Street,53527,American (New)
3160,Sarku Japan,2,3,(608) 836-0818,108 W Towne Mall,53719,Japanese
3161,Greenbush Bar,124,4,(608) 257-2874,914 Regent St,53715,Italian
3162,Outpost Bar & Grill,2,5,(608) 839-5205,227 S Main St,53527,Restaurants
3164,Maria’s Pizza,28,4,(608) 835-5455,134 S Main St,53575,Pizza
3165,Draft House Bar & Restaurant,31,3.5,(608) 848-3158,1010 Enterprise Dr,53593,American (Traditional)
3166,Banushi’s Bar and Grill,25,4,(608) 873-3700,800 Nygaard St,53589,"Beer, Wine & Spirits"
3167,Roman Candle Pizzeria,57,3,(608) 831-7777,1920 Parmenter St,53562,Pizza
3168,Lucky’s Bar & Grille,21,2.5,(608) 850-5825,1008 Quinn Dr,53597,Cafes
3169,Porktropolis,53,4,(608) 837-2651,1112 N Bristol St,53590,American (New)
3172,Wonder Bar Steakhouse,73,4,(608) 256-9430,222 E Olin Ave,53713,Steakhouses
3173,House of Mei,33,4,(608) 318-1899,120 E Main St,53590,Chinese
3174,Pizza Bella,6,1.5,(608) 259-0786,1437 Regent St,53711,Pizza
3176,Monk’s Bar & Grill,33,3,(608) 834-3198,2832 Prairie Lakes Dr,53590,American (Traditional)
3181,Gus’s Diner,42,3.5,(608) 318-0900,630 N Westmount Dr,53590,Diners
3182,Watertower Chop House,29,3.5,(608) 478-2804,109 W Main St,53590,American (Traditional)
3183,Bonfyre American Grille,148,3.5,(608) 273-3973,2601 W Beltline Hwy,53713,American (New)
3184,Prairie Diner,22,4,(608) 837-3400,1034 Windsor St,53590,Diners
3185,Noosh,2,5,(608) 216-4511,1920 S Park St,53713,Soul Food
3187,Takara 88,12,3,(608) 203-8866,1900 Cayuga StSte 101,53562,Japanese
3193,Noodles & Company,11,3,(608) 226-9500,6520 Monona Dr at Pier 37,53716,Comfort Food
3194,43 North,84,4,(608) 255-4343,108 King St,53703,American (New)
3196,Falbo Bros Pizza Monona,8,3.5,(608) 223-9800,101 River Pl,53716,Italian
3197,Spartan Pizza,11,4,(608) 838-8511,5813 Main St,53558,Pizza
3198,Deforest Family Restaurant,25,3.5,(608) 846-6910,505 W North St,53532,American (Traditional)
3199,Pizza Pit,2,1,(608) 222-5001,13 Atlas Ct,53714,Pizza
3200,Natt Spil,142,4,(608) 258-8787,211 King St,53703,Pizza
3201,Tienda Los Gemelos,59,4.5,(608) 441-0061,6713 Odana RdSte 8,53719,Grocery
3202,Mermaid Cafe,39,4,(608) 249-9719,1929 Winnebago St,53704,Coffee & Tea
3203,Echo Tap & Grill,60,4,(608) 256-6928,554 W Main St,53703,Sports Bars
3204,Brocach,175,3.5,(608) 255-2015,7 W Main St,53703,Irish
3205,Baldwin Street Grille,37,4,(608) 442-8400,1304 E Washington Ave,53703,Bars
3206,Paul’s Pel’meni,177,4.5,(608) 354-1713,203 W Gorham St,53703,Russian
3207,Blue Moon Bar & Grill,49,4,(608) 233-0441,2535 University Ave,53705,Burgers
3208,Bandung Indonesian Restaurant,146,4,(608) 255-6910,600 Williamson StSte M,53703,Indonesian
3209,Jordan’s Big Ten Pub,60,4.5,(608) 251-6375,1330 Regent St,53715,American (Traditional)
3210,Saigon Noodles,214,4,(608) 827-9120,6754 Odana Rd,53719,Vietnamese
3211,Layla’s Persian Food,27,4,(608) 216-4511,141 S Butler St,53703,Persian/Iranian
3212,Plaka Taverna,59,4,(608) 251-4455,410 E Wilson St,53774,Greek
3213,The Green Owl,161,4,(608) 285-5290,1970 Atwood Ave,53704,Vegetarian
3214,New Orleans Take-Out,51,4,(608) 241-6655,1920 Fordem Ave,53704,Cajun/Creole
3215,People’s Bakery,58,4.5,(608) 245-0404,2810 E Washington Ave,53704,Bakeries
3216,Cafe Porta Alba,119,4,(608) 441-0202,Hilldale Mall558 N Midvale Blvd,53705,Pizza
3217,Banzo,216,4.5,(608) 441-2002,2105 Sherman Ave,53704,Mediterranean
3218,Ltauha Restaurant,140,4.5,(347) 689-3462,55-50 Myrtle Ave,11385,American (New)
3219,Little Collins,327,4.5,(212) 308-1969,667 Lexington Ave,10022,Cafes
3220,The Saint Austere,212,4.5,(718) 388-0012,613 Grand St,11211,"Tapas Bars,Italian,Cocktail Bars"
3221,Montana’s Trail House,157,4.5,(917) 966-1666,445 Troutman St,11237,Cocktail Bars
3222,Siggy’s Good Food,313,4.5,(212) 226-5775,292 Elizabeth St,10012,Mediterranean
3223,Izakaya MEW,664,4,(646) 368-9384,53 W 35th StBasement,10001,"Japanese,Coffee & Tea"
3224,La Contenta,99,4.5,(212) 432-4180,102 Norfolk St,10002,Mexican
3225,Up Thai,596,4.5,(212) 256-1188,1411 2nd Ave,10021,Thai
3226,Meet The Meat,51,4.5,(917) 832-7984,2392 21st St,11105,Steakhouses
3227,Ringolevio,90,4.5,(347) 335-0056,490 Humboldt St,11222,Mediterranean
3229,Freemans,1336,4,(212) 420-0012,191 Chrystie StSte 2F,10002,Breakfast & Brunch
3230,Walter’s,303,4,(718) 488-7800,166 DeKalb Ave,11217,American (New)
3231,Broken Spoke Rotisserie,31,4.5,(212) 889-6298,439 3rd Ave,10016,Latin American
3232,House of Small Wonder,350,4.5,(718) 388-6160,77 N 6th St,11211,Breakfast & Brunch
3233,Maiella,127,4.5,(718) 606-1770,4610 Center Blvd,11109,Italian
3234,A Little Taste,50,4.5,(212) 431-1000,148 W 28th St,10001,Cafes
3235,FREEHOLD,85,4.5,(718) 388-7591,45 S 3rd St,11249,Coffee & Tea
3236,Pylos,806,4.5,(212) 473-0220,128 E 7th St,10009,Greek
3237,Mu Ramen,431,4,(917) 868-8903,12-09 Jackson Ave,11101,Ramen
3238,Cow & Clover,78,4,(718) 782-8810,291 Kent Ave,11249,American (New)
3239,The Greek,221,4.5,(646) 476-3941,458 Greenwich St,10013,Greek
3240,Brooklyn Star,421,4,(718) 599-9899,593 Lorimer St,11211,Southern
3241,The Crabby Shack,186,4.5,(718) 484-1507,613 Franklin Ave,11238,Seafood
3242,AlMar,190,4,(718) 855-5288,111 Front St,11201,Italian
3243,Taim,1189,4.5,(212) 691-1287,222 Waverly Pl,10014,Middle Eastern
3244,Pates Et Traditions,594,4.5,(718) 302-1878,52 Havemeyer St,11211,French
3245,Ootoya Chelsea,778,4,(212) 255-0018,8 W 18th St,10011,Japanese
3246,Mayfield,301,4,(347) 318-3643,688 Franklin Ave,11238,American (New)
3247,Sugarburg,93,4.5,(917) 618-3029,519 Metropolitan Ave,11211,Pubs
3248,La Sirene,1137,4.5,(212) 925-3061,558 Broome St,10013,French
3249,Fitzcarraldo,54,4.5,(718) 233-2566,195 Morgan Ave,11237,Italian
3250,Burger & Lobster,936,4.5,(646) 833-7532,39 W 19th St,10011,Seafood
3251,Jacob’s Pickles,1435,4,(212) 470-5566,509 Amsterdam Ave,10024,Comfort Food
3252,Knife,97,4.5,(718) 486-0008,330 S 3rd St,11211,Coffee & Tea
3253,The Heath,162,4.5,(212) 564-1662,542 W 27th St,10001,Bars
3254,YUJI Ramen,24,5,(718) 302-0598,150 Ainslie St,11211,Ramen
3255,Bondurants,254,4,(212) 249-1509,303 E 85th St,10028,Bars
3256,kiki’s,65,4.5,(646) 882-7052,130 Division St,10002,Greek
3257,North End Grill,247,4,(646) 747-1600,104 N End Ave,10282,American (New)
3258,Jeatjet?,137,4,(347) 227-7410,685 5th Ave,11215,Gastropubs
3259,Dear Bushwick,146,4,(929) 234-2344,41 Wilson Ave,11237,British
3260,Cask Bar + Kitchen,903,4,(212) 300-4924,167 E 33rd St,10016,Bars
3261,Breakroom,660,4.5,(212) 227-2802,83 Baxter St,10013,Burgers
3262,Sweet Science,184,4,(347) 763-0872,135 Graham Ave,11206,Bars
3263,Rabbithole Restaurant,420,4,(718) 782-0910,352 Bedford Ave,11211,American (New)
3264,Buvette,776,4,(212) 255-3590,42 Grove St,10014,French
3265,Little Egypt,47,4.5,(347) 987-3860,66-28 Fresh Pond Rd,11385,Egyptian
3266,Buttermilk Channel,1180,4,(718) 852-8490,524 Court St,11231,"American (New),French"
3267,Coppelia,647,4,(212) 858-5001,207 W 14th St,10011,"Cuban,Mexican,Latin American,Latin American,Mexican"
3268,Lunitas,76,4.5,(347) 987-3799,1039 A Fulton St,11238,Cafes
3269,Eastwood,74,4,(212) 233-0124,221 E Broadway,10002,Bars
3270,Post Office,203,4.5,(718) 963-2574,188 Havemeyer St,11211,Bars
3271,Rocket Pig,86,4,(212) 645-5660,463 W 24th St,10001,American (New)
3272,Joe’s Shanghai,3438,4,(212) 233-8888,9 Pell St,10013,Shanghainese
3273,Galli,434,4,(212) 966-9288,45 Mercer St,10013,Italian
3274,L’Artusi,988,4.5,(212) 255-5757,228 W 10th St,10014,Italian
3275,Jun-Men Ramen Bar,77,4,(646) 852-6787,249 9th Ave,10001,Ramen
3276,Tasty Hand-Pulled Noodles,871,4,(212) 791-1817,1 Doyers St,10013,Chinese
3277,Rucola,273,4,(718) 576-3209,190 Dean St,11217,Italian
3278,Pig And Khao,625,4,(347) 704-2398,68 Clinton St,10002,Filipino
3279,Cocoron,683,4,(212) 925-5220,61 Delancey St,10002,Japanese
3280,Buster’s,126,4.5,(212) 665-5045,892 Amsterdam Ave,10025,American (New)
3281,Shu Jiao Fu Zhou Cuisine Restaurant,199,4.5,(212) 625-2532,118 Eldridge St,10002,Chinese
3282,Shake Shack,652,4,(646) 545-4600,215 Murray St,10282,Burgers
3283,Fresh Salt,267,4,(212) 962-0053,146 Beekman St,10038,Bars
3284,So-Home,25,4.5,(212) 334-0161,410 W Broadway,10012,Turkish
3285,Spaghetti Incident,62,4.5,(646) 896-1446,231 Eldridge St,10002,Italian
3286,Woorijip Authentic Korean Food,1761,4,(212) 244-1115,12 W 32nd St,10001,Korean
3287,Lucali,729,4.5,(718) 858-4086,575 Henry St,11231,Pizza
3288,Pies-n-Thighs,1792,4,(347) 529-6090,166 S 4th St,11211,Southern
3289,Jack’s Wife Freda,649,4,(212) 510-8550,224 Lafayette St,10012,Breakfast & Brunch
3290,Ba Xuyen,410,4.5,(718) 633-6601,4222 8th Ave,11232,Vietnamese
3291,The Farm On Adderley,778,4,(718) 287-3101,1108 Cortelyou Rd,11218,American (New)
3292,Crescent Grill,149,4.5,(718) 729-4040,38-40 Crescent St,11101,American (New)
3293,AWOL Eatery,104,4.5,(347) 457-6752,336 Graham Ave,11211,"American (New),Bars,Cocktail Bars,Bars,Bars"
3294,BeeHive Oven Biscuit Cafe,272,4.5,(347) 987-4960,182 S 2nd St,11211,Southern
3295,Blue Ribbon Brasserie,712,4.5,(212) 274-0404,97 Sullivan St,10012,Seafood
3296,Chef’s Table at Brooklyn Fare,272,4.5,(718) 243-0050,Brooklyn Fare200 Schermerhorn St,11201,American (New)
3297,Mooncake Foods,419,4,(212) 219-8888,28 Watts St,10013,Asian Fusion
3298,Okonomi,152,4.5,(718) 302-0598,150 Ainslie St,11211,"Japanese,Ramen"
3299,Cafe Zona Sur,171,4.5,(718) 788-1606,4314 4th Ave,11232,American (New)
3300,Nosh Borough,138,4.5,(347) 813-4677,25-17 Astoria Blvd,11102,American (Traditional)
3301,Friedman’s,77,4,(212) 268-1100,450 10th Ave,10018,Breakfast & Brunch
3302,Baron’s,21,4.5,(718) 230-7100,564 Dekalb St,11205,American (New)
3303,Uncle Gussy’s,257,4.5,(929) 600-1111,345 Park Ave,10154,Greek
3304,Giovanni’s Brooklyn Eats,216,4,(718) 788-8001,1657 8th Ave,11215,Italian
3305,Masha & the Bear,43,5,(718) 384-5000,771 Grand St,11211,Russian
3306,Olea,528,4,(718) 643-7003,171 Lafayette Ave,11238,Mediterranean
3307,Eleven Madison Park,1319,4.5,(212) 889-0905,11 Madison Ave,10010,American (New)
3308,The Bounty,104,4,(347) 689-3325,131 Greenpoint Ave,11222,Bars
3309,Market Table,615,4,(212) 255-2100,54 Carmine St,10014,"American (New),American (New)"
3310,Westville,793,4,(212) 677-2033,173 Ave A,10009,American (New)
3311,Pisillo Italian Panini,194,4.5,(212) 227-3104,97 Nassau St,10038,Italian
3312,Northern Spy Food Co.,749,4,(212) 228-5100,511 E 12th St,10009,American (Traditional)
3313,SoCo,1112,4,(718) 783-1936,509 Myrtle Ave,11205,Cajun/Creole
3314,Brooklyn Ball Factory,52,4.5,(718) 387-5296,95 Montrose Ave,11206,Cafes
3315,Paulie Gee’s,725,4.5,(347) 987-3747,60 Greenpoint Ave,11222,Pizza
3316,Jane,2209,4,(212) 254-7000,100 W Houston St,10012,"American (Traditional),Traditional American Restaurants,Traditional American Restaurants"
3317,Melt Shop,160,4,(646) 741-7910,111 Fulton St,10038,American (Traditional)
3318,Pellegrino’s Italian Restaurant,400,4,(212) 226-3177,138 Mulberry St,10013,Italian
3319,Five Leaves,1015,4,(718) 383-5345,18 Bedford Ave,11222,"Breakfast & Brunch,Bars"
3320,Ashbox,86,4.5,(718) 389-3222,1154 Manhattan Ave,11222,Coffee & Tea
3321,Shanghai Asian Manor,678,4,(212) 766-6311,21 Mott St,10013,Shanghainese
3322,Barboncino,507,4.5,(718) 483-8834,781 Franklin Ave,11238,Pizza
3323,Patacon Pisao,134,4.5,(646) 678-5913,139 Essex St,10002,Venezuelan
3324,Tanner Smiths,97,4.5,(646) 590-2034,204 W 55 St,10019,Cocktail Bars
3325,Noodle Pudding,351,4,(718) 625-3737,38 Henry St,11201,Italian
3326,The Spotted Pig,2192,3.5,(212) 620-0393,314 W 11th St,10014,Burgers
3327,La Cigogne,130,4.5,(718) 858-5641,215 Union St,11231,French
3328,Ampersand,20,5,(212) 477-8100,294 3rd Ave,10010,Cocktail Bars
3329,OTB,64,4.5,(347) 763-1481,141 BroadwayWilliamsburg,11211,American (New)
3330,The Cellar,365,4,(212) 466-3340,900 Broadway900 Broadway,10003,Wine Bars
3331,Harry & Ida’s Meat and Supply Co,61,4.5,(646) 864-0967,189 Ave A,10009,Sandwiches
3332,Hollow Nickel,104,4,(929) 226-1966,494 Atlantic Ave,11217,Pubs
3333,The Boil,1000,4.5,(212) 925-8815,139 Chrystie St,10002,Cajun/Creole
3334,Orchard,38,4,(347) 987-4525,257 Columbia St,11231,American (New)
3335,Ippudo Westside,1566,4,(212) 974-2500,321 W 51st St,10019,"Ramen,Ramen"
3336,Mrs. Dorsey’s Kitchen,119,4.5,(347) 715-2507,794 Washington Ave,11238,Sandwiches
3337,Ducks Eatery,359,4,(212) 432-3825,351 E 12th St,10003,French
3338,Mekelburg’s,38,4.5,(718) 399-2337,293 Grand Ave,11238,Specialty Food
3339,21 Shanghai House,136,4.5,(212) 226-8998,21 Division St,10002,Shanghainese
3340,Spicy Village,207,4,(212) 625-8299,68 Forsyth StSte B,10002,Chinese
3341,Miramar,51,4,(212) 964-3000,21 S End Ave,10280,Seafood
