id,name,votes,rating,phone,address,zip,cuisine
6701,The Dining Room at The Modern,315,4,(212) 333-1220,"9 West 53rd Street, New York",10019,"French,American"
6702,Christos Steakhouse,112,3.6,(718) 777-8400,"41-08 23rd Avenue, Queens",11105,"Steakhouse,American,Mediterranean"
6703,La Pizza Fresca Ristorante,57,3.6,(212) 598-0141,"31 E 20th Street, New York",10003,"Italian,Pizza"
6704,Sushi Yasaka,78,4.5,(212) 496-8460,"251 West 72nd Street, New York",10023,Sushi
6705,Chote Nawab,20,3.2,(212) 679-4603,"115 Lexington Avenue, New York",10016,Indian
6706,Luna Ristorante,127,3.7,(212) 433-0132,"115 Mulberry Street, New York",10013,Italian
6707,Ducks Eatery,87,3.6,(212) 432-3825,"351 East 12th Street, New York",10003,"Cajun,Fusion"
6708,Kambi Ramen House,65,3.6,(212) 228-1366,"351 East 14th Street, New York",10003,Japanese
6709,Da Marcella,46,3.8,(646) 559-9192,"142 W Houston Street, New York",10012,Italian
6710,SUteiShi,121,3.9,(212) 766-2344,"24 Peck Slip, New York",10038,Sushi
6711,Gregory's Coffee,12,3.1,(646) 476-3838,"874 6th Avenue, New York",10001,Cafe
6712,Sparks Steak House,337,3.5,(212) 687-4855,"210 E 46th Street, New York",10017,"American,Steakhouse"
6713,Vatan,88,3.6,(212) 689-5666,"409 3rd Avenue, New York",10016,Indian
6714,Flat Top,20,3.3,(646) 820-7735,"1241 Amsterdam Avenue, New York",10027,American
6715,Blossom Du Jour,15,3.2,(212) 229-2595,"259 West 23rd Street, New York, NY",10011,"Fast Food,Sandwich,Healthy Food"
6717,Minton's,9,2.5,(212) 866-1262,"206 W 118th Street, New York",10026,"Southern,American"
6718,Mable's Smokehouse & Banquet Hall,94,4.5,(718) 218-6655,"44 Berry Street, Brooklyn",11249,"American,BBQ,Southern"
6719,Slavyanskiy Bazar,81,3.7,(718) 708-6601,"2013 Coney Island Avenue, Brooklyn",11223,"Russian,Cafe"
6720,Fluffy's Cafe & Bakery,95,3.6,(212) 247-0234,"855 7th Avenue, New York",10019,"American,Sandwich,Cafe"
6721,The Flame Restaurant,61,4,(212) 765-7962,"893 9th Avenue, New York",10019,Diner
6722,Toast,109,3.4,(212) 663-7010,"2737 Broadway, New York",10025,"American,Burger"
6723,A Salt & Battery,346,4,(212) 691-2713,"112 Greenwich Avenue, New York",10011,"British,Seafood"
6724,Mesa Coyoacan,137,3.8,(718) 782-8171,"372 Graham Avenue, Brooklyn",11211,Mexican
6725,Tuscan Hills,374,3.8,(718) 487-4500,115-20 Queens Boulevard,11375,Italian
6726,Takahachi Tribeca,85,3.5,(212) 571-1830,"145 Duane Street, New York",10013,"Japanese,Sushi"
6727,Sarge's Deli & Restaurant,96,3.5,(212) 679-0442,"548 3rd Avenue, New York",10016,"Jewish,Deli"
6728,West Bank Cafe,77,3.7,(212) 695-6909,"407 West 42nd Street, New York",10036,American
6729,Moti Mahal Delux,35,3.5,(212) 371-3535,"1149 1st Avenue, New York",10065,Indian
6730,Nello,90,3.1,(212) 980-9099,"696 Madison Avenue, New York",10021,Italian
6731,Butcher Bar,50,3.6,(718) 606-8140,"37-10 30th Avenue, Queens",11103,"BBQ,Burger,Bar Food"
6732,Kum Kau,220,3.8,(718) 638-1850,"465 Myrtle Avenue, Brooklyn",11205,Chinese
6733,Jin Japanese Restaurant,83,3.5,(212) 979-0989,"252 Broome Street, New York",10002,"Japanese,Sushi"
6734,Sugar Sweet Sunshine,198,4.1,(212) 995-1960,"126 Rivington Street, New York",10002,Desserts
6735,In Vino,92,3.4,(212) 539-1011,215 E 4th Street,10009,Italian
6736,Turkuaz,101,3.5,(212) 665-9541,"2637 Broadway, New York",10025,"Mediterranean,Middle Eastern,Turkish"
6737,Hell's Chicken,6,2.8,(212) 757-1120,"641 10th Avenue, New York",10036,"Korean,Japanese"
6738,Margon,80,3.5,(212) 354-5013,"136 W 46th Street, New York",10036,"Sandwich,Cuban"
6739,I Sodi,80,3.6,(212) 414-5774,"105 Christopher Street, New York",10014,Italian
6740,Shiro of Japan,123,3.6,(718) 326-8704,8040 Cooper Avenue,11385,Japanese
6741,Brushstroke,50,3.9,(212) 791-3771,"30 Hudson Street, New York",10013,"Japanese,Sushi"
6742,Novita,115,3.6,(212) 677-2222,"102 E 22nd Street, New York",10010,"Italian,Seafood"
6743,The Cellar At Beecher's Handmade Cheese,22,3.2,(212) 466-3340,"Beecher's Handmade Cheese, 900 Broadway, New York",10003,American
6744,Aroma Espresso Bar,71,3.4,(212) 533-1094,"145 Greene Street, New York",10012,Cafe
6745,Old Homestead Steakhouse,368,3.6,(212) 242-9040,"56 9th Avenue, New York",10011,Steakhouse
6746,Iroha Japanese Restaurant,45,3.5,(212) 398-9049,"Times Square, 152 W 49th Street, New York",10019,Japanese
6747,Morning Star Restaurant,56,3.5,(212) 246-1593,"879 9th Avenue, New York",10019,Diner
6748,The Sea Grill,58,3.3,(212) 332-7610,"Rockefeller Center, 19 West 49th Street, New York",10020,"American,Seafood"
6749,Ako,21,3.2,(718) 302-2035,"205 Bedford Avenue, Brooklyn",11211,"Japanese,Sushi"
6750,The Cannibal,41,3.5,(212) 686-5480,"113 East 29th Street, New York",10016,"Belgian,American"
6751,De Santos,60,3.7,(212) 206-9229,"139 W 10th Street, New York",10014,"New American,French"
6752,Luce Restaurant & Enoteca,76,3.4,(212) 724-1400,"2014 Broadway, New York",10023,Italian
6753,Cucina Fresca,90,3.9,(718) 667-5151,2110 Richmond Rd Suite 5,10306,"Italian,Pizza"
6754,Hane Sushi,60,4.1,(212) 682-8388,"581B 3rd Avenue, New York",10016,"Japanese,Sushi,Fusion"
6755,Seamore's,6,3,(212) 730-6005,"390 Broome Street, New York",10013,Seafood
6756,Negril Village,576,3.7,(212) 477-2804,"70 W 3rd Street, New York",10012,"Caribbean,Latin American,Southern"
6757,Lucky's Famous Burgers,91,3.7,(212) 247-6717,"370 W 52nd Street, New York",10019,"American,Burger"
6758,Virage,81,3.7,(212) 253-0425,"118 2nd Avenue, New York",10003,"Italian,French,Middle Eastern"
6760,Pearl Room,101,3.3,(718) 833-6666,"8201 3rd Ave, Brooklyn",11209,Seafood
6761,Smith and Mills,86,3.9,(212) 219-8568,"71 N Moore Street, New York",10013,American
6762,Sobakoh,41,3.6,(212) 254-2244,"309 E 5th Street, New York",10003,Japanese
6763,Daisey's Diner,57,3.6,(718) 788-1438,"452 5th Avenue, Brooklyn",11215,"Diner,American"
6764,Primola,66,3.5,(212) 758-1775,"1226 2nd Avenue, New York",10021,Italian
6765,Lillie's,57,3.8,(212) 337-1970,"13 E 17th Street, New York",10003,"British,Bar Food"
6766,Wine:30,101,3.6,(212) 481-0197,"41 E 30th Street, New York",10016,New American
6767,Ovenly,8,2.9,(347) 689-3608,"31 Avenue, Brooklyn",11222,"Desserts,Cafe"
6768,The Mark Restaurant by Jean-Georges,101,3.4,(212) 606-3030,"The Mark, 25 East 77th Street, New York",10075,"American,French"
6769,Katsuno,84,3.9,(718) 575-4033,"103-01 Metropolitan Avenue, Queens",11375,"Japanese,Sushi,Tapas"
6770,Antalia Mediterranean Turkish,78,3.7,(212) 221-3333,"17 west 45th street, New York",10036,"Mediterranean,Turkish"
6771,Uncle Jimmy's Backyard BBQ,51,3.9,(718) 567-3800,"8727 4th Avenue, Brooklyn",11209,"BBQ,Burger"
6772,El Mariachi Restaurant and Bar,91,4.1,(718) 545-4039,"33-11 Broadway, Queens",11106,Mexican
6773,Bamonte's,117,3.7,(718) 384-8831,"32 Withers Street, Brooklyn",11211,Italian
6774,Heartland Brewery,40,3.3,(646) 214-1000,"625 8th Avenue, New York",10018,"American,Burger,Bar Food"
6775,Trattoria Belvedere,40,3.4,(212) 684-8805,"165 Lexington Avenue, New York",10016,Italian
6776,Cask Bar & Kitchen,101,3.7,(212) 300-4924,"167 E 33rd Street, New York",10016,"American,Bar Food"
6777,Lanza's,47,3.4,(212) 674-7014,"168 1st Avenue, New York",10009,Italian
6778,Umami Burger,144,3.7,(212) 677-8626,"432 Sixth Avenue, New York",10011,Burger
6779,Becco,1241,3.8,(212) 397-7597,"355 West 46th Street, New York",10036,Italian
6780,Don's Bogam BBQ & Wine Bar,83,3.6,(212) 683-2200,"17 E 32nd Street, New York",10016,"Korean,BBQ"
6781,The V Spot,86,3.5,(718) 928-8778,"156 5th Avenue, Brooklyn",11217,Latin American
6782,Cebu,214,3.5,(718) 492-5095,"8801 3rd Avenue, Brooklyn",11209,American
6783,Petrarca Cucina E Vino,51,3.7,(212) 625-2800,"34 White Street, New York",10013,Italian
6784,Ofrenda,76,3.5,(212) 924-2305,"113 7th Avenue South, New York",10014,Mexican
6785,Bravo Pizza,47,3.6,(212) 867-4960,"6 E 42nd Street, New York",10017,Pizza
6786,Top of the Standard,39,3.6,(212) 645-4646,"The Standard High Line, 848 Washington Street, New York",10014,"American,French"
6787,The Flatiron Room,14,3,(212) 725-3860,"37 W 26th Street, New York",10010,American
6788,Little Poland,74,3.8,(212) 777-9728,"200 2nd Avenue, New York",10003,Polish
6790,RedFarm,194,3.9,(212) 792-9700,"529 Hudson Street, New York",10014,Asian
6791,Patsy's Italian Restaurant,288,3.5,(212) 247-3491,"236 W 56th Street, New York",10019,Italian
6792,Tony's Di Napoli,288,3.7,(212) 888-6333,"147 W 43rd Street, New York",10036,"Italian,Seafood"
6793,Dovetail,210,4.3,(212) 362-3800,"103 West 77th Street, New York",10024,American
6794,Má Pêche,213,3.8,(212) 757-5878,"Chambers Hotel, 15 W 56th Street, New York",10019,"American,International"
6795,Kefi,413,3.9,(212) 873-0205,"505 Columbus Avenue, New York",10024,Greek
6796,Candle 79,457,3.6,(212) 537-7179,"154 East 79th Street, New York",10021,"American,Vegetarian"
6797,Murray's Bagels,213,3.8,(646) 638-1334,"242 8th Avenue, New York, NY",10011,Bagels
6798,Magnolia Bakery,395,3.7,(212) 462-2572,"200 Columbus Avenue, New York",10023,"Bakery,Desserts"
6799,Le Cirque,302,3.6,(212) 644-0202,"151 E 58th Street, New York",10022,"French,Italian"
6800,Carmine's,1985,3.8,(212) 221-3800,"200 W 44th Street, New York",10036,Italian
6801,Katz's Delicatessen,4191,4.1,(212) 254-2246,"205 E Houston Street, New York",10002,Sandwich
6802,Alta,383,4,(212) 505-7777,"64 West 10th Street, New York",10011,"Mediterranean,Spanish"
6803,Alice's Tea Cup Chapter I,330,3.7,(212) 799-3006,"102 West 73rd Street, New York",10023,"Coffee and Tea,Sandwich,Cafe"
6804,Tia Pol,474,3.7,(212) 675-8805,"205 10th Avenue, New York",10011,"Spanish,Tapas"
6805,BCD Tofu House,77,4.3,(212) 967-1900,"5 West 32nd Street, New York",10001,Korean
6806,Burger and Lobster,21,3.3,(646) 833-7532,"39 W 19th Street, New York",10011,"Burger,Seafood"
6807,DuMont Burger,344,3.9,(718) 384-6127,"314 Bedford Avenue, Brooklyn",11211,"American,Burger"
6808,The Dutch,240,4,(212) 677-6200,"131 Sullivan Street, New York",10012,"American,Seafood"
6809,Good Enough To Eat,305,3.6,(212) 496-0163,"520 Columbus Avenue, New York",10024,American
6810,Thalia,263,3.7,(212) 399-4444,"828 8th Avenue, New York",10019,"New American,Sushi,Asian"
6811,Buttermilk Channel,349,3.9,(718) 852-8490,"524 Court Street, Brooklyn",11231,American
6812,S'Mac,1108,4.1,(212) 358-7912,"345 E 12th Street, New York",10003,American
6813,Dos Caminos,304,3.6,(212) 277-4300,"475 W Broadway, New York",10012,Mexican
6814,La Mela,318,3.6,(212) 431-9493,"167 Mulberry Street, New York",10013,Italian
6815,Sardi's,214,3.9,(212) 221-8440,"234 W 44th Street, New York",10036,"American,Seafood"
6816,Red Bamboo,298,3.9,(212) 260-1212,"140 W 4th Street, New York",10012,"Asian,Vegetarian"
6817,The City Bakery,302,3.8,(212) 366-1414,"3 W 18th Street, New York",10011,Cafe
6818,Schnipper's Quality Kitchen,235,4.4,(212) 921-2400,"620 8th Avenue, New York",10018,American
6819,2nd Ave Deli,350,4,(212) 689-9000,"162 E 33rd Street, New York",10016,"Sandwich,Deli,American"
6820,Nyonya,322,4,(212) 334-3669,"199 Grand Street, New York",10013,Malaysian
6821,Extra Virgin,264,3.8,(212) 691-9359,"259 W 4th Street, New York",10014,Mediterranean
6822,Billy's Bakery,385,4,(212) 647-9956,"184 9th Avenue, New York",10011,"Bakery,American"
6823,Tao,1178,3.6,(212) 888-2288,"42 E 58th Street, New York",10022,"Asian,Chinese"
6824,Marc Forgione,178,3.8,(212) 941-9401,"134 Reade Street, New York",10013,American
6825,Danji,113,3.7,(212) 586-2880,"346 W 52nd Street, New York",10019,"Korean,Tapas"
6826,Hill Country Chicken,183,3.9,(212) 257-6446,"1123 Broadway, New York",10010,Southern
6827,db Bistro Moderne,271,3.6,(212) 391-2400,"City Club Hotel, 55 W 44th Street, New York",10036,"French,American"
6828,Hundred Acres,247,3.8,(212) 475-7500,"38 MacDougal Street, New York",10012,American
6829,Xi'an Famous Foods,95,4.2,(212) 786-2068,"81 Saint Marks Place, New York",10003,Chinese
6830,Dos Caminos,282,3.5,(212) 336-5400,"825 3rd Avenue, New York",10022,Mexican
6831,Pershing Square,185,3.7,(212) 286-9600,"90 E 42nd Street, New York",10017,American
6832,Aquagrill,343,4,(212) 274-0505,"210 Spring Street, New York",10012,"American,Seafood"
6833,New Topaz,441,3.9,(212) 957-8020,"127 W 56th Street, New York",10019,Thai
6834,Spice Market,1310,3.8,(212) 675-2322,"403 W 13th Street, New York",10014,"Asian,Thai,Vietnamese"
6835,Catch,150,3.6,(212) 392-5978,"21 9th Avenue, New York",10014,"Seafood,New American"
6836,Bareburger,412,4.2,(718) 777-7011,3321 31st Avenue,11106,"American,Burger"
6837,Colicchio & Sons,270,4,(212) 400-6699,"85 10th Avenue, New York",10011,New American
6838,PDT (Please Don't Tell),163,3.8,(212) 614-0386,"113 Saint Marks Place, New York",10009,Bar Food
6839,Asia de Cuba,291,3.6,(212) 726-7755,"415 Lafayette Street, New York",10003,"Cuban,Latin American"
6840,Lobster Place,123,4.5,(212) 255-5672,"Chelsea Market, 75 9th Avenue, New York",10011,"Seafood,Sushi"
6841,Momofuku Ko,276,3.7,(212) 203-8095,"8 Extra Place, New York",10003,"American,Asian"
6842,Esca,336,3.6,(212) 564-7272,"402 W 43rd Street, New York",10036,"Italian,Seafood"
6843,Morandi,346,3.7,(212) 627-7575,"211 Waverly Place, New York",10014,Italian
6844,Rosa Mexicano,301,3.5,(212) 533-3350,"9 E 18th Street, New York",10003,Mexican
6845,Joe's Shanghai,954,3.8,(212) 233-8888,"9 Pell Street, New York",10013,Chinese
6846,Marseille,281,4.2,(212) 333-2323,"630 9th Avenue, New York",10036,"French,Mediterranean"
6847,Craftbar,226,3.8,(212) 461-4300,"900 Broadway, New York",10003,American
6848,The NoMad Restaurant,158,4.4,(212) 796-1500,"10 W 28th Street, New York",10001,"Mediterranean,French"
6849,El Centro,266,3.9,(646) 763-6585,"824 9th Avenue, New York",10019,Mexican
6850,Bill's Bar & Burger,177,3.6,(212) 705-8510,"16 West 51st Street, New York",10019,"American,Burger"
6851,Daisy May's BBQ USA,327,3.8,(212) 977-1500,"623 11th Avenue, New York",10036,"BBQ,American"
6852,Sakagura,256,3.6,(212) 953-7253,"211 E 43rd Street, New York",10017,Japanese
6853,Motorino Pizza,178,3.8,(718) 599-8899,"139 Broadway, Brooklyn",11211,Pizza
6854,Grotta Azzurra Ristorante,283,3.5,(212) 925-8775,"177 Mulberry Street, New York",10013,Italian
6855,Diner,319,3.9,(718) 486-3077,"85 Broadway, Brooklyn",11211,"American,Diner"
6856,Ippudo,1346,4.3,(212) 388-0088,"65 4th Avenue, New York",10003,Ramen
6857,Guy's American Kitchen & Bar,182,2.5,(646) 532-9533,"220 W 44th Street, New York",10036,"American,Tex-Mex"
6858,Bar Pitti,252,3.7,(212) 982-3300,"268 6th Avenue, New York",10014,"Mediterranean,Italian"
6859,Scarlatto,170,3.6,(212) 730-4535,"250 W 47th Street, New York",10036,Italian
6860,ChikaLicious Dessert Bar,165,3.8,(212) 995-9511,"203 E 10th Street, New York",10003,Desserts
6861,Ceci Italian Restaurant,130,3.6,(212) 307-5484,"46 W 46th Street, New York",10036,Italian
6862,La Bonne Soupe,387,3.8,(212) 586-7650,"48 W 55th Street, New York",10019,French
6863,Avra,331,3.6,(212) 759-8550,"141 E 48th Street, New York",10017,"Greek,Seafood"
6864,Tribeca Grill,252,3.6,(212) 941-3900,"375 Greenwich Street, New York",10013,"American,Mediterranean"
6865,La Pizza & La Pasta - Eataly,52,3.9,(212) 539-0205,"Eataly, 200 5th Avenue, New York",10010,"Italian,Pizza"
6866,EN Japanese Brasserie,157,3.8,(212) 647-9196,"435 Hudson Street, New York",10014,"Japanese,Sushi"
6867,Five Napkin Burger,1046,4.2,(212) 757-2277,"630 9th Avenue, New York",10036,"American,Burger,Sushi"
6868,Beyoglu,498,3.6,(212) 650-0850,"1431 3rd Avenue, New York",10028,"Greek,Turkish"
6869,Basta Pasta,283,3.6,(212) 366-0888,"37 W 17th Street, New York",10011,"Italian,Japanese,Fusion"
6870,Eats,167,3.6,(212) 396-3287,"1055 Lexington Avenue, New York",10021,"Burger,Seafood"
6871,Rosa Mexicano,363,3.5,(212) 753-7407,"1063 1st Avenue, New York",10022,Mexican
6872,Pearl Oyster Bar,312,3.9,(212) 691-8211,"18 Cornelia Street, New York",10014,Seafood
6873,Il Bambino,552,4.4,(718) 626-0087,"34-08 31st Avenue, Queens",11106,"Italian,Sandwich"
6874,Angelo's of Mulberry St.,289,3.9,(212) 966-1277,"146 Mulberry Street, New York",10013,Italian
6875,Olive Garden,175,3.3,(212) 333-3254,"Times Square, 2 Times Square, New York",10036,Italian
6876,Isabella's,304,3.7,(212) 724-2100,"359 Columbus Avenue, New York",10024,"American,Mediterranean"
6877,Magnolia Bakery,55,3.8,(212) 682-3588,"Grand Central Terminal,107 E 42nd Street",10017,"Bakery,Desserts"
6878,Dominique Ansel Bakery,333,4.1,(212) 219-2773,"189 Spring Street, New York",10012,"Bakery,Desserts,Sandwich"
6879,Strip House,299,3.7,(212) 328-0000,"13 E 12th Street, New York",10003,"American,Seafood,Steakhouse"
6880,Wafels & Dinges,176,4.7,(866) 429-7329,"Multiple Locations, New York",10013,"Desserts,Fast Food"
6881,Don Coqui,89,3.1,(718) 274-7474,2818 31st St,11102,"BBQ,Caribbean,Latin American"
6882,Molyvos,368,3.7,(212) 582-7500,"Wellington Hotel, 871 7th Avenue, New York",10019,"Greek,Mediterranean"
6883,Don Antonio By Starita,154,3.7,(646) 719-1043,"309 W 50th Street, New York",10019,"Pizza,Italian"
6884,Amy's Bread,251,4.2,(212) 977-2670,"672 9th Avenue, New York",10036,Bakery
6885,Pure Thai Cookhouse,142,4.2,(212) 581-0999,"766 9th Avenue #2, New York",10019,Thai
6886,Blossom,272,3.8,(212) 627-1144,"187 9th Avenue, New York",10011,"Vegetarian,New American"
6887,Socarrat Paella Bar,307,3.8,(212) 462-1000,"259 West 19th Street, New York, NY",10011,"Spanish,Tapas"
6888,Fishtail by David Burke,146,3.8,(212) 754-1300,"135 E 62nd Street, New York",10065,Seafood
6889,Grimaldi's Pizzeria,1586,3.8,(718) 858-4300,"1 Front Street, Brooklyn",11201,"Pizza,Italian"
6890,Boulud Sud,134,4,(212) 595-1313,"20 West 64th Street, New York",10023,"Mediterranean,Middle Eastern"
6891,Mooncake Foods,300,3.6,(212) 219-8888,"28 Watts Street, New York",10013,"Asian,Chinese,Vietnamese"
6892,Barbuto,290,3.8,(212) 924-9700,"775 Washington Street, New York",10014,Italian
6893,Joe's Shanghai,130,3.4,(212) 333-3868,"24 W 56th Street, New York",10019,"Chinese,Asian"
6894,Byblos Restaurant,39,3.1,(212) 687-0808,"80 Madison Avenue, New York",10016,Lebanese
6895,Ulysses' Folk House,181,3.7,(212) 482-0400,"95 Pearl Street, New York",10004,"Bar Food,American,Burger"
6896,Brooklyn Diner,187,3.6,(212) 265-5400,"155 West 43rd Street, New York, NY",10036,"American,Diner"
6897,Ted's Montana Grill,123,3.6,(212) 245-5220,"110 W 51st Street, New York",10020,"Steakhouse,American"
6898,Molly's Cupcakes,56,3.8,(212) 414-2253,"228 Bleecker Street, New York",10014,Desserts
6899,Schmackary's,88,4.7,(646) 801-9866,"362 W 45th Street, New York, NY",10036,"Coffee and Tea,Desserts"
6900,Gramercy Tavern,1765,3.7,(212) 477-0777,"42 E 20th Street, New York",10003,American
6902,230 Fifth,111,3.3,(212) 725-4300,"230 5th Ave, New York",10001,Bar Food
6903,Thai Select,192,4.1,(212) 695-9920,"472 9th Avenue, New York",10018,Thai
6904,L'Artusi,253,3.9,(212) 255-5757,"228 West 10th Street, New York",10014,Italian
6905,Russian Tea Room,143,3.4,(212) 581-7100,"150 West 57th Street, New York",10019,"Russian,Eastern European"
6906,Five Leaves,317,3.9,(718) 383-5345,"18 Bedford Avenue, Brooklyn",11222,"New American,Australian"
6907,Angelo's Pizza,288,3.9,(212) 333-4333,"117 W 57th Street, New York",10019,"Pizza,Italian"
6908,Bianca,262,4,(212) 260-4666,"5 Bleecker Street, New York",10012,Italian
6909,Joy Burger Bar,523,4,(212) 289-6222,"1567 Lexington Avenue, New York",10029,"Burger,American"
6910,Landmarc,255,3.5,(212) 823-6123,"Time Warner Center, 10 Columbus Circle, 3rd Floor, New York",10019,"French,Italian"
6911,Joe's Pizza,247,4.1,(212) 366-1182,"7 Carmine Street, New York",10014,Pizza
6912,Balthazar,4029,3.7,(212) 965-1414,"80 Spring Street, New York",10012,"French,Cafe,Bakery"
6913,Pigalle,228,3.5,(212) 489-2233,"Hilton Garden Inn, Times Square, 790 8th Avenue, New York",10019,French
6914,Todd English Food Hall,144,4,(212) 986-9260,"1 West 59th Street, New York",10019,"American,Pizza,Sushi"
6915,Co.,265,3.8,(212) 243-1105,"230 9th Avenue, New York",10001,"Italian,Pizza"
6916,Public,235,3.7,(212) 343-0918,"210 Elizabeth Street, New York",10012,"Australian,New American"
6917,"One If By Land, Two If By Sea",258,3.7,(212) 255-8649,"17 Barrow Street, New York",10014,"French,New American"
6918,Uva,415,3.8,(212) 472-4552,"1486 2nd Avenue, New York",10075,Italian
6919,Lure Fishbar,265,3.7,(212) 431-7676,"142 Mercer Street, New York",10012,"Seafood,Sushi"
6920,Rubirosa,149,4.2,(212) 965-0500,"235 Mulberry Street, New York",10012,"Italian,Pizza"
6921,Cafe Orlin,261,4,(212) 777-1447,"41 Saint Marks Place, New York",10003,"American,Middle Eastern"
6922,Big Gay Ice Cream Shop,144,4.9,(212) 533-9333,"125 E 7th Street, New York",10009,"Desserts,Ice Cream"
6923,Otto Enoteca & Pizzeria,1063,3.7,(212) 995-9559,"1 5th Avenue, New York",10003,"Pizza,Italian"
6924,ABC Cocina,53,4.8,(212) 677-2233,"38 E 19th Street, New York",10003,New American
6925,Song,813,3.8,(718) 965-1108,"295 5th Avenue, Brooklyn",11215,Thai
6926,Aureole,204,3.6,(212) 319-1660,"135 W 42nd Street, New York",10036,New American
6927,Fatty Crab,326,3.7,(212) 352-3590,"643 Hudson Street, New York",10014,"Asian,Malaysian,Fusion"
6928,Lattanzi Ristorante,164,3.7,(212) 315-0980,"361 West 46th Street, New York, NY",10036,Italian
6929,Coffee Shop,125,3.4,(212) 645-1803,"29 Union Square West, New York",10003,"Brazilian,American"
6930,Land Thai Kitchen,450,3.8,(212) 501-8121,"450 Amsterdam Avenue, New York",10024,Thai
6931,STK,314,3.7,(646) 624-2444,"26 Little West 12th Street, New York",10014,"Seafood,Steakhouse"
6932,Parm,109,4.6,(212) 993-7189,"248 Mulberry Street, New York",10012,Italian
6933,Ornella Trattoria,168,4.1,(718) 777-9477,"29-17 23rd Avenue, Queens",11105,Italian
6934,Veselka,1261,3.8,(212) 228-9682,"144 2nd Avenue, New York",10003,Ukrainian
6935,Rare Bar & Grill,239,3.7,(212) 481-1999,"303 Lexington Avenue, New York",10016,"American,Burger,Steakhouse"
6936,Biergarten,75,4.2,(212) 645-4100,"The Standard High Line, 848 Washington Street, New York",10014,German
6937,Dos Caminos,232,3.5,(212) 294-1000,"373 Park Avenue South, New York",10016,Mexican
6938,Joya,520,3.9,(718) 222-3484,"215 Court Street, Brooklyn",11201,"Asian,Thai"
6939,Blue Hill,268,3.5,(212) 539-1776,"75 Washington Place, New York",10011,American
6940,Cafe Fiorello,363,3.7,(212) 595-5330,"1900 Broadway, New York",10023,"American,Italian"
6941,Mandoo Bar,285,3.8,(212) 279-3075,"2 West 32nd Street, New York",10001,Korean
6942,Vanessa's Dumpling House,194,4,(212) 625-8008,"118A Eldridge Street, New York",10002,Chinese
6943,NY Pizza Suprema,196,4,(212) 594-8939,"413 8th Avenue, New York",10001,Pizza
6944,Maya,244,3.5,(212) 585-1818,"1191 1st Avenue, New York",10062,Mexican
6945,Sarabeth's,408,3.7,(212) 826-5959,"40 Central Park South, New York",10019,American
6946,Denino's Pizzeria & Tavern,754,4,(718) 442-9401,524 Port Richmond Avenue,10302,"Italian,Pizza"
6947,Narcissa,20,3.2,(212) 228-3344,"The Standard East Village, 25 Cooper Square, New York",10003,New American
6948,City Lobster & Steak,150,3.6,(212) 354-1717,"121 W 49th Street, New York",10020,"Seafood,Steakhouse"
6949,Alice's Tea Cup Chapter II,203,3.7,(212) 486-9200,"156 E 64th Street, New York",10021,Cafe
6950,Peking Duck House,240,3.8,(212) 227-1810,"28 Mott Street, New York",10013,Chinese
6951,Obao,76,3.5,(212) 245-8880,"647 9th Avenue, New York",10036,"Thai,Vietnamese"
6952,Miss Korea BBQ,95,3.6,(212) 594-4963,"10 West 32nd Street, New York",10001,"Korean,BBQ"
6953,Tick Tock Diner,218,3.5,(212) 268-8444,"481 8th Avenue, New York",10001,"American,Diner"
6954,Giovanni Rana Pastificio & Cucina,61,3.8,(212) 370-0975,"Chelsea Market, 75 9th Avenue, New York",10011,Italian
6955,Frankies 457 Spuntino,389,4,(718) 403-0033,"457 Court Street, Brooklyn",11231,Italian
6956,Ess-a-Bagel,538,3.9,(212) 980-1010,"831 3rd Avenue, New York",10022,Bagels
6957,Gallaghers Steak House,169,3.3,(212) 586-5000,"228 W 52nd Street, New York",10019,Steakhouse
6958,Ninja New York,241,3.4,(212) 274-8500,"25 Hudson Street, New York",10013,"Japanese,Sushi,American"
6959,Root & Bone,27,3.3,(646) 682-7080,"200 E 3rd Street, New York",10009,"Southern,Cafe"
6960,Juliana's Pizza,94,4.3,(718) 596-6700,"19 Old Fulton Street, Brooklyn",11201,"Pizza,Italian"
6961,Yakitori Taisho,219,4,(212) 228-5086,"5 St. Marks Place, New York",10003,Japanese
6962,Great N.Y. Noodletown,238,3.8,(212) 349-0923,"28 Bowery, New York",10013,Chinese
6963,Soba-Ya,178,3.6,(212) 533-6966,"229 East 9th Street, New York",10003,Japanese
6964,Spring Street Natural,220,3.6,(212) 966-0290,"62 Spring Street, New York",10012,American
6965,Estela,43,3.4,(212) 219-7693,"47 E Houston Street, New York",10012,Mediterranean
6966,Rosemary's,94,3.6,(212) 647-1818,"18 Greenwich Avenue, New York",10011,Italian
6967,Ellen's Stardust Diner,593,3.7,(212) 956-5151,"1650 Broadway, New York",10019,American
6968,Joe Allen,251,3.7,(212) 581-6464,"326 West 46th Street, New York, NY",10036,Burger
6969,Risotteria,231,3.9,(212) 924-6664,"270 Bleecker Street, New York",10014,Italian
6970,David Burke Kitchen,105,3.6,(212) 201-9119,"23 Grand Street, New York",10013,American
6971,Nom Wah Tea Parlor,105,3.9,(212) 962-6047,"13 Doyers Street, New York",10013,"Dim Sum,Chinese"
6972,Porter House New York,131,3.6,(212) 823-9500,"Time Warner Center, 10 Columbus Circle, 4th Floor",10019,"Steakhouse,New American"
